,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
228,0.869328,0.106068,0.034349,0.958600,0.071147,0.369479,0.016441,0.988516,0.305223,0.877205,0.575222
229,0.039831,0.890955,0.966373,0.805236,0.781637,0.994309,0.859266,0.815886,0.194949,0.792601,0.454130
230,0.845983,0.782269,0.801640,0.079775,0.663143,0.505879,0.125729,0.709891,0.902560,0.698589,0.750670
231,0.135772,0.264778,0.303911,0.785213,0.287560,0.889905,0.803153,0.357121,0.113663,0.332768,0.498267
232,0.126741,0.155624,0.545334,0.311413,0.290132,0.858623,0.174996,0.318032,0.096196,0.531099,0.207538
233,0.717304,0.507438,0.249844,0.132217,0.318069,0.738907,0.177447,0.661387,0.741012,0.023739,0.484832
234,0.122882,0.143183,0.638440,0.003649,0.416930,0.869835,0.578501,0.150510,0.357423,0.718740,0.783771
235,0.825480,0.396008,0.266235,0.483430,0.263897,0.758202,0.225432,0.134760,0.037837,0.627373,0.069944
236,0.287151,0.184783,0.272128,0.443864,0.203092,0.953829,0.095436,0.627110,0.216796,0.280175,0.867496
237,0.331133,0.289627,0.399950,0.668459,0.287560,0.698206,0.055348,0.535086,0.373183,0.110934,0.036806
238,0.970829,0.824402,0.704309,0.927617,0.455242,0.979241,0.333924,0.835715,0.767399,0.486064,0.591137
239,0.959078,0.675156,0.552614,0.451626,0.892007,0.797327,0.728890,0.590315,0.108605,0.753575,0.872504
240,0.063294,0.894146,0.861860,0.075413,0.892007,0.470880,0.234634,0.877567,0.855723,0.092387,0.910192
241,0.972274,0.502815,0.708294,0.755447,0.493673,0.594168,0.273965,0.010247,0.848167,0.113061,0.910505
242,0.680592,0.584750,0.579746,0.989646,0.445061,0.251259,0.259057,0.378014,0.258308,0.254002,0.073325
243,0.329224,0.693689,0.564863,0.927617,0.654953,0.774057,0.122376,0.556481,0.505047,0.702372,0.849795
244,0.242704,0.400940,0.355375,0.391705,0.369926,0.538076,0.002925,0.284952,0.627112,0.042159,0.963817
245,0.991667,0.245014,0.317050,0.443864,0.174576,0.107354,0.291160,0.942083,0.103601,0.550789,0.072522
246,0.134412,0.357195,0.129915,0.755447,0.221753,0.485053,0.013856,0.224164,0.627112,0.155853,0.821155
247,0.858338,0.004484,0.032797,0.336879,0.020378,0.849374,0.060754,0.132134,0.857420,0.613267,0.563072
