,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
767,0.796736,0.000000,0.000000,0.157194,0.000000,0.768357,0.473977,0.342019,0.205462,0.000000,0.506072
768,0.084817,0.000000,0.000000,0.258872,0.000000,0.723516,0.002916,0.205582,0.528960,0.000000,0.933098
769,0.522662,0.000015,0.000015,0.937934,0.000008,0.531861,0.312700,0.537909,0.528960,0.000000,0.500398
770,0.743816,0.000000,0.000000,0.475367,0.000000,0.451062,0.007938,0.575941,0.486604,0.000000,0.491926
771,0.732308,0.000000,0.000000,0.576816,0.000000,0.609552,0.244202,0.025767,0.414149,0.000000,0.280374
772,0.932885,0.000001,0.000001,0.336879,0.000001,0.736398,0.048900,0.889820,0.304777,0.000000,0.044786
773,0.195626,0.000000,0.000000,0.989646,0.000000,0.822764,0.611852,0.619934,0.033136,0.000000,0.822429
774,0.848862,0.000002,0.000002,0.091584,0.000002,0.220678,0.042309,0.386408,0.165670,0.000000,0.928694
775,0.242376,0.000000,0.000000,0.264386,0.000000,0.197582,0.010300,0.241288,0.054657,0.000000,0.749330
776,0.101474,0.000000,0.000000,0.428570,0.000000,0.552648,0.484861,0.150178,0.379815,0.000000,0.662850
777,0.074029,0.000000,0.000000,0.866025,0.000000,0.493472,0.842686,0.166584,0.706758,0.000000,0.312785
778,0.201563,0.000000,0.000000,0.293169,0.000000,0.617313,0.000198,0.133536,0.103071,0.000000,0.431498
779,0.801860,0.000000,0.000000,0.805236,0.000000,0.142051,0.010881,0.002610,0.671800,0.000000,0.253519
780,0.771387,0.000003,0.000003,0.567986,0.000002,0.390871,0.220302,0.619223,0.719320,0.000000,0.411504
781,0.090216,0.000000,0.000000,0.603685,0.000000,0.978897,0.183049,0.517355,0.625593,0.000000,0.027742
782,0.819700,0.000000,0.000000,0.350100,0.000000,0.749366,0.007281,0.503656,0.703140,0.000000,0.073299
783,0.035673,0.000000,0.000000,0.023938,0.000000,0.032056,0.075257,0.028270,0.383217,0.000000,0.650854
784,0.176027,0.000000,0.000000,0.795208,0.000000,0.691501,0.000203,0.034525,0.222943,0.000000,0.672799
785,0.984715,0.000000,0.000000,0.594666,0.000000,0.090495,0.098852,0.708645,0.478351,0.000000,0.286935
786,0.959554,0.000001,0.000033,0.735800,0.000018,0.786514,0.401087,0.575786,0.587352,0.000000,0.876896
787,0.712216,0.000000,0.000000,0.421040,0.000000,0.074710,0.000788,0.009455,0.770848,0.000000,0.680860
788,0.482332,0.000000,0.000000,0.845655,0.000000,0.919148,0.013910,0.081801,0.905045,0.000000,0.908488
789,0.565754,0.000000,0.000000,0.585710,0.000000,0.233760,0.037132,0.153588,0.825313,0.000000,0.658752
790,0.162486,0.000001,0.000001,1.000000,0.000001,0.511328,0.521803,0.243865,0.094003,0.000000,0.109621
791,0.892686,0.000548,0.000621,0.264386,0.000488,0.532614,0.061455,0.950091,0.156806,0.319541,0.766371
792,0.718629,0.000000,0.000000,0.594666,0.000000,0.677472,0.816746,0.139867,0.695336,0.000000,0.671120
793,0.047843,0.000038,0.000024,0.139018,0.000027,0.595061,0.233876,0.015935,0.855723,0.000000,0.451626
